word,translation,phonetic,pos,tag,total,spoken_ratio,academic_ratio,cefr_standard,difficulty_level,learning_level,dataset_type
timber,"n. 木材, 木料\nvt. 用木材建造",('timbә),n,四级 六级 考研 托福 雅思 GRE,5506,0.0742826007991282,0.1901561932437341,B1,3,中级,cet4
opponent,"n. 对手, 敌手, 反对者\na. 敌对的, 反对的, 对面的",(ә'pәunәnt),n,四级 六级 考研 托福 雅思 GRE,17189,0.2005934027575775,0.1793007155739135,B1,3,中级,cet4
implement,"n. 工具, 器具, 手段\nvt. 实现, 使生效, 执行",('implimәnt),v,四级 六级 考研 托福 雅思 GRE,17319,0.1000057740054275,0.6667244067209424,B2,4,中级,cet4
suspect,"n. 被怀疑者, 嫌疑犯\na. 令人怀疑的, 不可信的, 可疑的\nv. 怀疑, 猜想",(sә'spekt),v,高考 四级 六级 考研 托福 雅思 GRE,17521,0.2337195365561326,0.1396609782546658,B1,3,中级,cet4
fury,"n. 愤怒, 狂暴, 狂怒的人\n[医] 狂乱, 狂暴, 狂怒",('fjuri),n,六级 考研 托福 雅思 GRE,3410,0.0780058651026393,0.0862170087976539,A2,2,初级,cet4
exaggerate,"v. 夸大, 夸张",(ig'zædʒәreit),v,四级 六级 考研 托福 雅思 GRE,3419,0.1886516525299795,0.2503656039777713,B2,4,中级,cet4
petty,"a. 琐碎的, 小规模的, 小气的, 委琐的\n[经] 小额的, 微小的, 小规模的",('peti),j,六级 考研 雅思 GRE,3441,0.1607090961929671,0.1464690496948561,A2,2,初级,cet4
soldier,"n. 军人, 士兵, 兵蚁\nvi. 从军, 尽职, 偷懒, 磨洋工",('sәuldʒә),n,中考 高考 托福,43641,0.2433262299214041,0.1317568341697028,A2,2,初级,cet4
probably,"adv. 大概, 或许",('prɒbәbli),r,中考 高考 四级 六级,107712,0.330975193107546,0.1136177956030897,B1,3,中级,cet4
that,"a. 那, 那个\nconj. 以致, 因为\npron. 那\nadv. 那么, 那样",(ðæt),c,中考 高考,3709830,0.2857448993619654,0.2230013235107808,A1,1,初级,cet4
it,"pron. 它\n[计] 信息论, 输入终端, 智能终端, 内捕获",(it),p,中考 高考,4194790,0.3120234862770246,0.1066990242658154,A1,1,初级,cet4
initiative,"n. 主动行动, 首创精神, 主动权\na. 自发的, 起始的",(i'niʃiәtiv),n,四级 六级 考研 雅思 GRE,17902,0.1374706736677466,0.4042565076527762,B2,4,中级,cet4
agenda,"pl. 议程, 日常工作事项\n[计] 待议事件",(ә'dʒendә),n,高考 考研 托福 雅思 GRE,17991,0.3007614918570396,0.3154910788727697,B1,3,中级,cet4
correspondent,"n. 通讯记者, 通信者\n[经] 客户, 代理商行, 代理银行",(.kɒri'spɒndәnt),n,四级 六级 考研 雅思 GRE,18225,0.7956652949245542,0.0265020576131687,C1,5,高级,cet4
convince,"vt. 说服, 使相信\n[法] 使确信, 使信服, 使人认识错误",(kәn'vins),v,高考 四级 六级 考研 托福 雅思 GRE,18380,0.2554951033732318,0.1427094668117519,B1,3,中级,cet4
player,"n. 竞赛者, 上场队员, 游戏者, 演员\n[经] 交易者",('pleiә),n,高考 四级 六级 雅思,88057,0.1039326799686566,0.0903846372236165,B1,3,中级,cet4
church,"n. 教堂, 礼拜, 教会\nvt. 使人接受宗教仪式\na. 教堂的",(tʃә:tʃ),n,中考 高考 四级 考研 雅思,88266,0.0981918292434232,0.2416332449640858,B1,3,中级,cet4
international,a. 国际的\nn. 国别设定\n[计] 国别设定,(.intә'næʃәnәl),j,中考 高考 四级 六级 考研 雅思,88771,0.1588131259082358,0.3987338207297428,C1,5,高级,cet4
decision,"n. 决定, 决心, 决断\n[计] 判定",(di'siʒәn),n,中考 高考 四级 六级 考研 雅思,89426,0.2602710621072171,0.3111511193612596,B1,3,中级,cet4
muddy,"a. 泥泞的, 浑浊的, 模糊的\nvt. 使污浊, 使沾上泥污",('mʌdi),j,高考 四级 六级 GRE,3461,0.0638543773475874,0.0595203698353077,A2,2,初级,cet4
vicious,"a. 邪恶的, 堕落的, 品性不端的, 恶毒的, 恶性的, 有错误的\n[医] 缺点的, 恶的",('viʃәs),j,六级 考研 雅思 GRE,3462,0.2325245522819179,0.1525129982668977,B1,3,中级,cet4
barbecue,"n. 烤肉\nvt. 烤肉, 烧烤",('bɑ:bikju:),n,高考 考研 托福 雅思 GRE,3464,0.1284642032332563,0.0181870669745958,B1,3,中级,cet4
remnant,"n. 剩余, 零料, 遗迹\na. 剩余的, 残余的",('remnәnt),n,六级 考研 托福 雅思 GRE,3468,0.0847750865051903,0.2324106113033448,B1,3,中级,cet4
ample,"a. 大量的, 充足的, 丰富的",('æmpl),j,高考 六级 考研 托福 雅思 GRE,3561,0.0570064588598708,0.2914911541701769,A2,2,初级,cet4
bait,"n. 饵\nvt. 以饵引诱, 欺负\nvi. 中途休息",(beit),n,六级 考研 托福 雅思 GRE,3573,0.0702490904002239,0.0990764063811922,A2,2,初级,cet4
relevance,n. 中肯；关联；相关性,('relivәns),n,托福 GRE,3579,0.0695725062866722,0.7038278848840458,B2,4,中级,cet4
you,"pron. 你, 你们",(ju:),p,中考 高考,3354252,0.4568526753505699,0.0251370499294626,A1,1,初级,cet4
violation,"n. 违反, 违背, 妨碍\n[法] 违犯, 违背, 违反",(.vaiә'leiʃәn),n,六级 托福,12025,0.209064449064449,0.3412058212058212,B2,4,中级,cet4
illegal,"a. 违法的, 不合规定的\n[经] 非法的, 犯规的",(i'li:gәl),j,高考 四级 六级 考研 雅思 GRE,18830,0.3134891131173659,0.1640467339352097,B1,3,中级,cet4
guilty,"a. 犯罪的, 有过失的, 自觉有错的, 心虚的\n[法] 有罪的, 犯罪的, 自觉有罪的",('gilti),j,高考 四级 六级 考研 GRE,19008,0.4319760101010101,0.0767045454545454,B1,3,中级,cet4
emotional,"a. 情绪的, 情感的\n[医] 情绪的",(i'mәuʃәnәl),j,四级 六级 托福,24755,0.172328822460109,0.3699454655625126,B2,4,中级,cet4
straight,"n. 直线, 直\na. 直的, 笔直的, 正直的, 直接的, 连续的, 整齐的\nadv. 直接地, 立即, 不断地",(streit),r,高考 托福,24952,0.1733728759217698,0.0383135620391151,B1,3,中级,cet4
thin,"a. 薄的, 细的, 瘦的, 稀疏的, 稀薄的, 淡的, 弱的, 空洞的\nvt. 使变薄, 使变细, 使稀少, 使淡\nvi. 变薄, 变细, 变少, 变淡\nadv. 薄地, 稀疏地, 微弱地\nn. 细小部分",(θin),j,中考 高考 托福,25212,0.0707996192289386,0.0878946533396795,A2,2,初级,cet4
plate,"n. 碟, 盘子, 盆中物, 金属板, 图版, 金银餐具, 印版, 金属牌(照)\nvt. 镀金, 电镀, 用金属板固定, 给...装钢板, 为...制印版",(pleit),n,中考 高考 托福,26946,0.0701773918206783,0.0905514733170043,A2,2,初级,cet4
slightly,"adv. 些微地, 苗条地",('slaitli),r,四级 六级 托福,29156,0.074838798189052,0.1612704074633008,B1,3,中级,cet4
league,"n. 同盟, 联盟, 盟约\nv. 组联盟, (使)加盟",(li:g),n,高考 托福,35494,0.0503465374429481,0.0957344903363948,B1,3,中级,cet4
involved,"a. 难懂的, 复杂的, 不易懂的, 卷入...之中的, 累及..., 与...有关, 被纠缠的\n[计] 包含, 涉及",(in'vɔlvd),j,托福,35713,0.2983227396186262,0.2996947890124044,B1,3,中级,cet4
glance,"n. 一瞥, 闪光, 掠过, 辉矿类\nvi. 扫视, 闪光, 掠过, 提到, 略说\nvt. 扫视, 反射, 使掠过",('glɑ:ns),v,高考 四级 六级 考研 GRE,17626,0.0070917962101441,0.012992170656984,B1,3,中级,cet4
exposure,"n. 暴露, 揭发, 揭露\n[化] 曝光量; 照射; 照射量",(ik'spәuʒә),n,四级 六级 考研 托福 雅思 GRE,17768,0.0736717694732102,0.4762494371904547,B1,3,中级,cet4
immediately,"adv. 直接地, 立刻, 立即",(i'mi:diәtli),r,中考 高考 四级 六级 托福,35863,0.1743022056158157,0.1794886094303321,B1,3,中级,cet4
constantly,"adv. 不变地, 不断地, 时常地",('kɒnstәntli),r,托福,14135,0.165263530244075,0.1966749204103289,B1,3,中级,cet4
arrangement,"n. 排列, 整齐, 安排\n[计] 排列",(ә'reindʒmәnt),n,高考 四级 托福,15294,0.1007584673728259,0.3654374264417419,B2,4,中级,cet4
approximately,"adv. 大约, 大致, 近于\n[经] 大约, 近似",(ә'prɒksimәtli),r,高考 四级 六级 托福,16232,0.0873583045835386,0.5999260719566288,C1,5,高级,cet4
interpretation,"n. 解释, 演出, 翻译\n[计] 插值; 插值法; 解释",(in.tә:pri'teiʃәn),n,四级 六级 托福,16639,0.0600396658453032,0.7145862131137689,C1,5,高级,cet4
funding,[经] 债务转期,('fʌndiŋ),n,六级 托福,18304,0.1610576923076923,0.3469733391608391,B1,3,中级,cet4
seriously,"adv. 严肃地, 认真地, 严重地",('siәriәsli),r,四级 六级 托福,19867,0.2514219560074495,0.1892585694870891,B2,4,中级,cet4
definitely,"adv. 明确无疑地, 清楚地",('definitli),r,四级 六级 托福,20285,0.4134089228493961,0.0561498644318461,B2,4,中级,cet4
opposition,"n. 反对, 敌对, 相反, 在野党\n[医] 对生, 对向, 反抗, 反对症",(.ɒpә'ziʃәn),n,托福,21538,0.1936577212368836,0.4006871575819482,B2,4,中级,cet4
laboratory,"n. 实验室, 研究室, 化工厂\n[医] 实验室, 检验室, 化验室",('læbrәtәri),n,中考 四级 六级 托福 雅思,15292,0.0770337431336646,0.4684802511116924,B2,4,中级,cet4
sustained,"a. 持续的, 持久不变的, 持久的, 不懈的\n[计] 持续的",(sәs'teind),j,托福 GRE,3534,0.121675155631013,0.4629315223542727,B2,4,中级,cet4
official,"n. 官员, 公务员, 职员\na. 公务的, 官方的, 正式的",(ә'fiʃәl),n,高考 四级 六级 考研 托福,85604,0.2119760758843044,0.1369211719078547,B1,3,中级,cet4
break,"n. 休息, 中断, 破裂处, 绝交, 破晓, 突变\nvt. 打破, 弄破, 弄坏, 破坏, 违反, 打断, 削弱, 放弃\nvi. 破碎, 决裂, 破晓, 突变, 变弱, 暂停\nn. 分隔符\n[计] 分隔符; 中断; DOS内部命令:设定扫描中断按键的时机",(breik),v,中考 高考 雅思,86114,0.2088046078454142,0.0937245976264022,A2,2,初级,cet4
action,"n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼\nvt. 对...起诉\n[计] 方式",('ækʃәn),n,中考 高考 四级 六级 考研 托福 雅思,86253,0.1860920779567087,0.3649844063394896,B1,3,中级,cet4
linguistic,"a. 语言的, 语言学的\n[计] 语言的, 语言学的",(liŋ'^wistik),j,六级 考研 托福 GRE,3558,0.0160202360876897,0.8319280494659921,B2,4,中级,cet4
formidable,"a. 巨大的, 优秀的, 可怕的, 艰难的",('fɒ:midәbl),j,六级 考研 托福 雅思 GRE,3558,0.1042720629567172,0.2307476110174255,B2,4,中级,cet4
decline,"n. 衰退, 跌落, 下降\nvt. 使降低, 婉谢\nvi. 下降, 衰落, 偏斜",(di'klain),v,高考 四级 六级 考研 托福 雅思 GRE,19593,0.1078956770275098,0.270096463022508,B1,3,中级,cet4
rural,"a. 乡下的, 田园的, 乡村风味的\n[法] 农村的, 乡村的, 有关农业的",('ruәrәl),j,四级 六级 考研 托福 雅思 GRE,19984,0.0927742193755004,0.5011509207365893,A2,2,初级,cet4
oppose,"vt. 反对, 以...对抗, 抗争\nvi. 反对",(ә'pәuz),v,高考 四级 六级 考研 托福 雅思 GRE,20058,0.2752517698673846,0.2529663974474025,B1,3,中级,cet4
skeleton,"n. 骨骼, 骨瘦如柴的人, 梗概, 骨干, 残骸\na. 骨骼的, 概略的, 基层的, 骨干的\n[计] 骨架",('skelәtn),n,六级 考研 托福 雅思 GRE,3583,0.0641920178621267,0.1950879151548981,B1,3,中级,cet4
town,"n. 城镇, 市, 镇\n[法] 城镇, 城市, 闹市",(taun),n,中考 高考 雅思,87755,0.1853455643553073,0.1144664121702467,A2,2,初级,cet4
notorious,"a. 声名狼藉的, 臭名昭著的, 众人皆知的",(nәu'tɒ:riәs),j,六级 考研 托福 雅思 GRE,3629,0.1810416092587489,0.162579222926426,B2,4,中级,cet4
trench,"n. 渠, 沟渠, 战壕\nvt. 在...开沟, 挖战壕于, 用战壕围住\nvi. 挖战壕, 开沟",(trentʃ),n,六级 考研 托福 雅思 GRE,3639,0.1233855454795273,0.1239351470184116,B1,3,中级,cet4
overturn,"n. 倾覆, 破灭, 革命\nvt. 推翻, 颠倒\nvi. 翻倒",(.әuvә'tә:n),v,考研 托福 GRE,3645,0.2899862825788751,0.1838134430727023,B1,3,中级,cet4
prototype,n. 原型\n[计] 样机; 原型,('prәutәtaip),n,六级 考研 托福 雅思 GRE,3651,0.0495754587784168,0.3571624212544508,B2,4,中级,cet4
heir,"n. 继承人, 嗣子, 后嗣\n[法] 继承人, 后嗣",(єә),n,四级 六级 考研 托福 雅思 GRE,3653,0.0971803996715028,0.1847796331782097,A2,2,初级,cet4
differentiate,"v. 区别, 区分",(.difә'renʃieit),v,考研 托福 雅思 GRE,3665,0.0709413369713506,0.6758526603001365,B2,4,中级,cet4
support,"n. 支持, 支撑, 援助, 供养, 支撑物\nvt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实\n[计] 后援; 支持",(sә'pɒ:t),v,高考 四级 六级 考研 雅思,83180,0.2133084876172157,0.3672517432075018,B1,3,中级,cet4
record,"n. 记录, 履历, 档案, 审判记录, 最高纪录, 唱片\nvt. 记录, 记载, 标明, 将...录音\nvi. 记录, 录音, 可被录音\na. 创纪录的\n[计] 录制, 记录",(ri'kɒ:d),n,中考 高考 四级 六级 考研 雅思,83911,0.2208649640690732,0.1279331672843846,B1,3,中级,cet4
project,"n. 计划, 设计, 事业\nvt. 计划, 设计, 投掷, 发射, 使凸出, 放映\nvi. 凸出",('prɒdʒekt),n,高考 四级 六级 考研 托福 雅思,84065,0.0888836019746624,0.3755546303455659,B1,3,中级,cet4
activity,"n. 活动, 行动, 活跃, 活力\n[计] 活动",(æk'tiviti),n,中考 高考 四级 考研 雅思,84618,0.0788248363232409,0.5895317781086766,B1,3,中级,cet4
waste,"n. 浪费, 废物, 损耗, 消耗, 荒地, 垃圾, 地面风化物\na. 废弃的, 荒芜的, 多余的\nvt. 浪费, 消耗, 使荒芜\nvi. 浪费, 消耗, 变消瘦",(weist),n,中考 高考 四级 六级 考研 雅思 GRE,20234,0.0911337352970248,0.4529010576257783,A2,2,初级,cet4
ministry,"n. 部, 内阁, 服务\n[经] 部",('ministri),n,高考 四级 六级 考研 托福,12181,0.0972826533125359,0.2924226254002134,B1,3,中级,cet4
wildlife,n. 野生动植物,('waildlaif),n,高考 托福 雅思,12255,0.0592411260709914,0.182782537739698,B1,3,中级,cet4
shore,"n. 海岸, 海滨, 斜撑柱\nvt. 把...送上岸, 支撑, 支持",(ʃɒ:),n,高考 四级 六级 考研 托福,12459,0.0955935468336142,0.1354843887952484,A2,2,初级,cet4
carbon,"n. 碳, 副本, 复写纸\n[化] 碳",('kɑ:bәn),n,高考 四级 六级 考研 托福 雅思,12571,0.0732638612679977,0.361864609020762,B1,3,中级,cet4
royal,"n. 王室, 皇族\na. 王室的, 皇家的, 盛大的, 庄严的",('rɒiәl),j,高考 四级 六级 考研 雅思,12726,0.1132327518466132,0.2340876944837341,A2,2,初级,cet4
laughter,"n. 笑, 笑声\n[医] 笑, 大笑",('lɑ:ftә),n,高考 四级 六级 考研,12846,0.3685972287093259,0.0496652654522808,B1,3,中级,cet4
wolf,"n. 狼, 残忍贪婪之人, 极度穷困\nvt. 狼吞虎咽, 大吃",(wulf),n,中考 高考 四级 六级 考研,13060,0.0491577335375191,0.147166921898928,A2,2,初级,cet4
angel,"n. 天使, 守护神, 善人",('eindʒәl),n,四级 考研,13541,0.078428476478842,0.0901705930138099,A2,2,初级,cet4
representation,"n. 表示法, 表现, 陈述, 代表\n[计] 表示法指定",(.reprizen'teiʃәn),n,六级 托福,12874,0.0638496193879136,0.7505048935839677,C1,5,高级,cet4
initially,"adv. 最初, 开头",(i'niʃәli),r,六级 托福,13121,0.1601249904732871,0.4066763204024083,B2,4,中级,cet4
normally,"adv. 正规地, 合规则, 正常地",('nɒ:mәli),r,四级 六级 托福,13416,0.2298002385211687,0.2021466905187835,B1,3,中级,cet4
lawsuit,"n. 诉讼\n[法] 诉讼, 诉讼案件",('lɒ:sju:t),n,六级 托福,13513,0.2705542810626803,0.080885073632798,B1,3,中级,cet4
counselor,"n. 顾问, 参事, 法律顾问",('kaunsәlә),n,托福,13723,0.0975005465277271,0.562049114625082,B2,4,中级,cet4
accuse,"vt. 指责, 控告, 归咎于\nvi. 指责, 控告",(ә'kju:z),v,高考 四级 六级 考研 托福 雅思 GRE,19395,0.3330239752513534,0.1155452436194895,B1,3,中级,cet4
milk,"n. 奶, 乳状物\nvt. 挤乳, 榨取\nvi. 产乳",(milk),n,中考 高考 雅思 GRE,19500,0.0858461538461538,0.0776410256410256,A1,1,初级,cet4
pan,"n. 平锅, 浅盘, 盆地, 硬土层, 拍摄全景\nv. 上下左右移动, 摇镜头, 淘洗, 淘金",(pæn),n,高考 四级 六级 考研 GRE,19517,0.0753189527078956,0.0466772557257775,A1,1,初级,cet4
festival,"a. 节日的, 喜庆的, 快乐的\nn. 节日, 庆祝, 欢宴",('festәvәl),n,中考 高考 四级 六级 考研 托福 雅思,14224,0.0530089988751406,0.1656355455568054,B1,3,中级,cet4
derive,vt. 得自\nvi. 起源,(di'raiv),v,四级 六级 考研 托福 雅思,11530,0.0333911535125758,0.6652211621856028,B1,3,中级,cet4
organic,"a. 器官的, 有机的, 组织的, 根本的\n[医] 器官的, 有生命的, 有机的, 器质的",(ɒ:'gænik),j,四级 六级 考研 托福 雅思,11542,0.0485184543406688,0.2894645642003119,B1,3,中级,cet4
lemon,"n. 柠檬, 柠檬树, 柠檬色\n[医] 柠檬",('lemәn),n,高考 四级 考研 雅思,11708,0.0679877007174581,0.0253672702425691,A2,2,初级,cet4
motivation,"n. 动机, 刺激, 推动\n[医] 促动, 推动, 诱导",(.mәuti'veiʃәn),n,高考 托福 雅思,11842,0.0869785509204526,0.6737882114507685,B2,4,中级,cet4
flavor,"n. 滋味, 调味品\nvt. 加味于",('fleivә),n,考研 托福,11959,0.0934024583995317,0.0449870390500878,B1,3,中级,cet4
cite,"vt. 引用, 引证, 表彰\n[建] 引证, 指引",(sait),v,六级 考研 托福 雅思 GRE,20595,0.0866229667394998,0.4047584365137169,A2,2,初级,cet4
interaction,"n. 交互作用, 交感\n[计] 交互作用",(.intәr'ækʃәn),n,四级 六级 托福 GRE,20792,0.0304444016929588,0.8117545209696037,B2,4,中级,cet4
confidence,n. 信心\n[电] 可靠,('kɒnfidәns),n,四级 六级 考研 托福 雅思 GRE,20855,0.2077679213617837,0.2648285782785902,B2,4,中级,cet4
appeal,"n. 恳求, 诉请, 上诉, 吸引力\nvi. 呼吁, 诉请, 要求, 上诉, 有吸引力\nvt. 将...上诉",(ә'pi:l),n,高考 四级 六级 考研 托福 雅思 GRE,20960,0.2007156488549618,0.2448473282442748,B1,3,中级,cet4
characteristic,"n. 特性, 特征, 特色\na. 特性的, 特有的, 有特色的\n[计] 阶; 指数",(.kærәktә'ristik),n,高考 四级 六级 考研 托福 雅思 GRE,21200,0.0328301886792452,0.7917924528301887,C1,5,高级,cet4
gene,n. 基因\n[化] 基因(遗传因子),(dʒi:n),n,四级 考研 雅思 GRE,21394,0.1951481723847807,0.2228662241750023,A2,2,初级,cet4
tear,"n. 泪滴, 眼泪, 撕, 扯, 裂缝, 激怒, 飞奔\nvi. 流泪, 撕破, 赶快, 飞奔, 被撕破\nvt. 撕裂, 戳破, 拉掉, 撕掉, 使分裂, 使精神不安, 折磨",(tiә. tєә),n,高考 四级 六级 考研 托福 雅思 GRE,21469,0.1116493548837859,0.0474172062042945,A2,2,初级,cet4
curriculum,"n. 课程\n[医] 课程, 学程",(kә'rikjulәm),n,高考 六级 考研 托福 雅思 GRE,20565,0.0281546316557257,0.8183321176756625,B2,4,中级,cet4
limitation,"n. 限制, 缺陷, 限额\n[医] 限界, 限制, 限度",(.limi'teiʃәn),n,四级 六级 考研 托福,12061,0.0805074206118895,0.665699361578642,B2,4,中级,cet4
bull,"n. 公牛\n[法] 买方, 买空者",(bul),n,四级 六级 考研 雅思,12061,0.068568112096841,0.0666611392090208,A2,2,初级,cet4
faculty,"n. 才能, 能力, 全体教员, (大学的)系\n[医] 能力, [大学]院系",('fækәlti),n,四级 六级 考研 托福 雅思 GRE,21805,0.0238018803026828,0.7391882595734923,B1,3,中级,cet4
multiple,"n. 倍数, 并联\na. 多样的, 许多的, 多功能的",('mʌltipl),j,四级 六级 考研 托福 GRE,21937,0.0805944295026667,0.5832155718648858,B1,3,中级,cet4
tendency,"n. 趋向, 倾向\n[医] 趋向, 趋势",('tendәnsi),n,高考 四级 六级 考研 托福 雅思,11259,0.0844657607247535,0.5430322408739675,B1,3,中级,cet4
incredible,a. 难以置信的,(in'kredәbl),j,六级 考研 托福 雅思,11353,0.4335417951202325,0.0490619219589535,B2,4,中级,cet4
battery,"n. 电池, 殴打\n[化] 蓄电池",('bætәri),n,高考 四级 六级 考研 托福 雅思,11376,0.1006504922644163,0.1498769338959212,B1,3,中级,cet4
besides,"prep. 除...之外\nadv. 而且, 此外",(bi'saidz),r,中考 高考 四级 考研 托福,11389,0.0579506541399596,0.0933356747739046,B1,3,中级,cet4
lane,"n. 小路, 巷, 弄, 单行道",(lein),n,四级 六级 考研 雅思,11468,0.0557202650854551,0.0669689570980118,A2,2,初级,cet4
building,"n. 建筑物, 建筑\n[法] 营造, 建筑, 建筑物",('bildiŋ),n,中考 高考 雅思,84757,0.1483889236287268,0.1546538928938022,B1,3,中级,cet4
wear,"n. 穿着, 戴, 使用, 耗损, 服装, 耐久性\nvt. 穿着, 戴, 留(须、发等), 呈现, 磨损, 磨成, 耗损, 使疲乏, 消磨\nvi. 磨损, 变旧, 耐久, 渐变, 渐渐消失",(wєә),v,中考 高考 托福 雅思,85047,0.1330558397121591,0.0663280303831998,A2,2,初级,cet4
abundant,"a. 丰富的, 充分的, 大量的",(ә'bʌndәnt),j,高考 四级 考研 托福 GRE,3693,0.0368264283780124,0.3782832385594368,B1,3,中级,cet4
offset,"n. 抵消, 把...并列, 旁系, 支管, 用胶印法印\nvt. 弥补, 抵消, 胶印\nvi. 装支管\nn. 偏移量\n[计] 偏移量",('ɒ:fset),v,六级 考研 雅思 GRE,3716,0.0863832077502691,0.3121636167922497,B1,3,中级,cet4
surplus,"n. 剩余, 过剩, 盈余\na. 过剩的, 剩余的",('sә:plәs),n,高考 四级 六级 考研 托福 雅思 GRE,3718,0.3176438945669715,0.2525551371705218,B1,3,中级,cet4
ferry,"n. 渡船, 渡口\n[法] 摆渡营业权, 轮渡",('feri),n,高考 六级 考研 托福 雅思 GRE,3720,0.1045698924731182,0.0602150537634408,A2,2,初级,cet4
swamp,"n. 沼泽, 进退两难的困境\nvt. 淹没, 击溃, 清除, 使陷于沼泽\nvi. 陷于沼泽, 淹没",(swɒmp),n,四级 六级 考研 托福 雅思 GRE,3721,0.0615425960763235,0.1612469766191883,A2,2,初级,cet4
fertilizer,"n. 肥料, 促进发展者, 受精媒介物\n[化] 肥料",('fә:tilaizә),n,四级 六级 考研 托福 GRE,3592,0.0623608017817371,0.3385300668151447,B2,4,中级,cet4
lethal,a. 致命的\nn. 致死因子,('li:θәl),j,托福 雅思 GRE,3614,0.2299391256225788,0.1253458771444383,B1,3,中级,cet4
discharge,"vt. 卸下, 放出, 解雇, 拔染, 履行, 放电\nvi. 卸货, 流出\nn. 卸货, 流出, 放电",(dis'tʃɑ:dʒ),n,四级 六级 考研 托福 雅思 GRE,3858,0.0585795749092794,0.6179367547952307,B2,4,中级,cet4
perception,"n. 知觉, 感觉, 领悟力, 获取\n[医] 知觉",(pә'sepʃәn),n,六级 考研 托福 雅思 GRE,22947,0.0833660173443151,0.6948184947923476,B2,4,中级,cet4
glove,n. 手套\nvt. 给...戴手套,(glʌv),n,中考 高考 四级 六级 考研,11011,0.1800926346380892,0.0540368722186904,A2,2,初级,cet4
trick,"n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍\nvt. 愚弄, 欺骗, 装饰\nvi. 哄骗, 戏弄\na. 有决窍的, 特技的, 欺诈的, 漂亮的, 靠不住的",(trik),n,高考 四级 六级 考研 托福 雅思,11045,0.1446808510638297,0.0638297872340425,A2,2,初级,cet4
cognitive,"a. 认知的, 认识的",('kɒgnitiv),j,六级 考研 托福 雅思,11095,0.0155024785939612,0.857593510590356,B2,4,中级,cet4
actress,n. 女演员,('æktris),n,高考 四级 考研,11095,0.2988733663812528,0.0217214961694456,B1,3,中级,cet4
explosion,"n. 爆发, 激增, 爆炸(声)\n[化] 爆炸",(ik'splәuʒәn),n,四级 六级 考研 雅思,11106,0.2696740500630289,0.1226364127498649,B2,4,中级,cet4
helpful,"a. 有帮助的, 有益的, 有用的",('helpful),j,中考 高考 四级 六级 考研 托福,11110,0.1953195319531953,0.3766876687668767,B1,3,中级,cet4
guideline,"n. 指导路线, 方针, 指标\n[经] 指导路线, 方针, 准则",('gaidlain),n,考研 雅思,11165,0.1234214061800268,0.4557993730407523,B2,4,中级,cet4
roster,n. 花名册,('rɒstә),n,GRE,3739,0.0320941428189355,0.0727467237229205,B1,3,中级,cet4
cuisine,"n. 烹调风格, 烹调法, 烹饪, 厨房",(kwi:'zi:n),n,高考 托福 GRE,3745,0.0483311081441922,0.0632843791722296,B1,3,中级,cet4
garment,"n. 衣服, 衣装, 外表",('gɑ:mәnt),n,高考 六级 考研 托福 雅思 GRE,3747,0.0968775020016012,0.1876167600747264,B1,3,中级,cet4
hail,"n. 冰雹, 致敬, 欢呼, 招呼\nvt. 向...欢呼, 致敬, 招呼, 使象下雹样落下\nvi. 招呼, 下雹\ninterj. 万岁, 欢迎",(heil),v,六级 考研 托福 雅思 GRE,3768,0.120488322717622,0.1287154989384288,A2,2,初级,cet4
marital,"a. 丈夫的, 婚姻的, 夫妇间的\n[医] 婚姻的",('mæritәl),j,考研 托福 雅思 GRE,3768,0.0759023354564755,0.5374203821656051,B1,3,中级,cet4
fringe,"n. 边缘, 端, 流苏, 穗, 初步\nvt. 加穗于, 加饰边于\na. 边缘的, 附加的",(frindʒ),n,六级 考研 托福 雅思 GRE,3781,0.1261571012959534,0.1880454906109495,B1,3,中级,cet4
custom,"n. 习惯, 风俗, 海关, 自定义\na. 定制的\n[计] 定制; 自定义",('kʌstәm),n,高考 四级 六级 考研 托福 雅思,11208,0.0711099214846538,0.2984475374732334,B2,4,中级,cet4
barrel,n. 桶\nvt. 装入桶内,('bærәl),n,四级 六级 考研 托福 雅思,10937,0.156441437322849,0.0919813477187528,B1,3,中级,cet4
strengthen,"vt. 加强, 变坚固\nvi. 变强, 股票上涨",('streŋθәn),v,高考 四级 六级 考研 托福 雅思,10954,0.1251597589921489,0.4183859777250319,B2,4,中级,cet4
girlfriend,n. 女朋友,(),n,雅思,10962,0.2261448640758985,0.0297390987046159,B2,4,中级,cet4
qualify,"vi. 取得资格, 有资格\nvt. 使有资格, 使合格, 限定, 限制, 准予",('kwɒlifai),v,四级 六级 考研 托福 雅思,10981,0.1593661779437209,0.236954740005464,B1,3,中级,cet4
downtown,n. 市中心区\na. 市中心的\nadv. 往闹市区,('daun'taun),j,高考 考研 托福 雅思,10983,0.1210962396430847,0.0591823727578985,B1,3,中级,cet4
soil,"n. 土壤, 土地, 国家, 国土, 温床, 污物, 粪便, 水池\nvt. 弄脏, 污辱\nvi. 变脏",(sɒil),n,高考 四级 六级 考研 雅思 GRE,22209,0.0536269080102661,0.3784952046467648,A2,2,初级,cet4
